Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1023;Edyta;Wojcik;Politechnika Informatyczno-Elektroniczna;Katowice;III;2649
1024;Karol;Brodowicz;Politechnika Krolewska;Jaslo;IV;1519
1025;Kamil;Malek;Uniwersytet Ekonomiczny;Miechow;II;2719
1026;Ewa;Holda;Politechnika Informatyczno-Elektroniczna;Wejherowo;II;628
1027;Anna;Krakowska;Politechnika Informatyczno-Elektroniczna;Glubczyce;I;3035
1028;Honorata;Jasinska;Politechnika Informatyczno-Elektroniczna;Dabrowa Gornicza;II;530
1029;Roman;Badurzewski;Politechnika Informatyczno-Elektroniczna;Rabka;I;2135
1030;Mateusz;Switaj;Politechnika Krolewska;Limanowa;I;1947
1031;Franciszek;Piaty;Politechnika Informatyczno-Elektroniczna;Jejkowice;IV;1202
1032;Mikolaj;Pietras;Politechnika Krolewska;Gliwice;I;2686
1033;Urszula;Misiak;Politechnika Krolewska;Ustron;II;590
1034;Anna;Halinowska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1934
1035;Antoni;Borowicz;Uniwersytet Krolewski;Olkusz;IV;2699
1036;Jozef;Maj;Politechnika Informatyczno-Elektroniczna;Jaworzno;II;1191
1037;Zofia;Miejska;Akademia Sztuk Pieknych;Przemysl;II;3283
1038;Andrzej;Dubala;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;2519
1039;Wincenty;Klimkiewicz;Uniwersytet Krolewski;Raciborz;I;1416
1040;Zdzislawa;Hejak;Politechnika Informatyczno-Elektroniczna;Przemysl;IV;2233
1041;Franciszek;Leszczynski;Uniwersytet Krolewski;Myslowice;IV;2676
1042;Maksym;Majewski;Politechnika Informatyczno-Elektroniczna;Lomza;III;1309
1043;Kamil;Kucharski;Politechnika Informatyczno-Elektroniczna;Wolbrom;II;923
1044;Elwira;Banowicz;Politechnika Krolewska;Jastrzebie-Zdroj;I;1397
1045;Zofia;Skrzydlewska;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;V;1545
1046;Miloslaw;Kozik;Politechnika Informatyczno-Elektroniczna;Sosnicowice;III;2367
1047;Danuta;Kowalczyk;Wyzsza Szko³a Techniczna;Wroclaw;V;2844
1048;Hanna;Aleksy;Uniwersytet Sportu i Turystyki;Ciechanow;I;3031
1049;Alina;Literacka;Uniwersytet Krolewski;Kielce;I;576
1050;Karol;Medrzec;Uniwersytet Krolewski;Malbork;II;1603
1051;Anastazja;Grabowska;Politechnika Informatyczno-Elektroniczna;Mikolow;V;2706
1052;Malgorzata;Katowska;Politechnika Informatyczno-Elektroniczna;Slawkow;I;3076
1053;Adam;Wolski;Politechnika Informatyczno-Elektroniczna;Miechow;I;3241
1054;Dorota;Roos;Uniwersytet Sportu i Turystyki;Ledziny;I;852
1055;Ewa;Baranicz;Politechnika Krolewska;Bielsk Podlaski;I;2580
1056;Serafin;Symanski;Politechnika Informatyczno-Elektroniczna;Katowice;II;683
1057;Wioletta;Maciejewska;Politechnika Informatyczno-Elektroniczna;Kalisz;V;668
1058;Julita;Ciecierska;Uniwersytet Krolewski;Kuznia Raciborska;I;1273
1059;Natalia;Kosciuszko;Uniwersytet Krolewski;Zawiercie;I;1628
1060;Karina;Siwczynska;Politechnika Informatyczno-Elektroniczna;Kielce;III;1035
1061;Katarzyna;Augustynik;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;3052
1062;Danuta;Bialecka;Politechnika Informatyczno-Elektroniczna;Limanowa;I;685
1063;Damian;Wanad;Uniwersytet Krolewski;Tarnowskie Gory;I;1651
1064;Michalina;Busz;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;IV;639
1065;Mateusz;Mrusz;Politechnika Informatyczno-Elektroniczna;Szczekociny;II;1808
1066;Artur;Wolicz;Uniwersytet Krolewski;Tarnobrzeg;I;2893
1067;Zygmunt;Czajkowski;Politechnika Krolewska;Istebna;II;2861
1068;Adam;Babecki;Uniwersytet Rolniczy;Strzelce Opolskie;I;2536
1069;Patryk;Sowa;Uniwersytet Krolewski;Katowice;IV;2922
1070;Barbara;Czarnecka;Politechnika Informatyczno-Elektroniczna;Przemysl;V;2940
1071;Karolina;Biegajczyk;Politechnika Informatyczno-Elektroniczna;Glucholazy;I;2054
1072;Kajetan;Kuzon;Politechnika Informatyczno-Elektroniczna;Legionowo;I;1249
1073;Kamil;Bajer;Akademia Sztuk Pieknych;Nysa;I;3074
1074;Jakub;Kucharczyk;Politechnika Krolewska;Myslowice;I;2404
1075;Rafal;Turowski;Uniwersytet Krolewski;Pszczyna;III;1908
1076;Witold;Muraszkowski;Politechnika Informatyczno-Elektroniczna;Mikolow;II;1357
1077;Waclawa;Henka;Politechnika Informatyczno-Elektroniczna;Zywiec;III;799
1078;Janusz;Sekula;Politechnika Informatyczno-Elektroniczna;Mikolow;I;850
1079;Dariusz;Barcinski;Uniwersytet Krolewski;Konin;II;1115
1080;Jerzy;Obornicki;Politechnika Informatyczno-Elektroniczna;Krzeszowice;I;2015
1081;Katarzyna;Hohenberg;Politechnika Informatyczno-Elektroniczna;Wegorzewo;I;1653
1082;Grzegorz;Wroclawski;Uniwersytet Krolewski;Ogrodzieniec;IV;1899
1083;Anna;Kubiak;Politechnika Informatyczno-Elektroniczna;Chorzow;I;3222
1084;Adam;Kalka;Politechnika Informatyczno-Elektroniczna;Rybnik;I;427
1085;Andrzej;Blasik;Politechnika Informatyczno-Elektroniczna;Miechow;I;2289
1086;Kuba;Sonarska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;966
1087;Henryk;Macutkiewicz;Uniwersytet Sportu i Turystyki;Myslowice;III;2086
1088;Irmina;Kilen;Politechnika Krolewska;Krosno;I;1985
1089;Malgorzata;Pietrzyk;Politechnika Krolewska;Ledziny;I;3243
1090;Kazimiera;Sobiecka;Politechnika Informatyczno-Elektroniczna;Ustron;I;1402
1091;Rafal;Wierzbicki;Akademia Sztuk Pieknych;Katowice;I;2823
1092;Anna;Witek;Uniwersytet Rolniczy;Ruda Slaska;I;2729
1093;Martyna;Lamorska;Uniwersytet Pedagogiczny;Wisla;I;740
1094;Elzbieta;Matczak;Politechnika Informatyczno-Elektroniczna;Katowice;V;1528
1095;Lucyna;Wojciechowska;Politechnika Krolewska;Tarnowskie Gory;III;2806
1096;Dorota;Chenowska;Politechnika Krolewska;Nowy Targ;I;2956
1097;Juliusz;Piechocki;Uniwersytet Krolewski;Glubczyce;IV;3134
1098;Zbigniew;Stypula;Uniwersytet Krolewski;Elk;I;1878
1099;Maciej;Rojkiewicz;Politechnika Krolewska;Ogrodzieniec;I;2143
1100;Agnieszka;Kaczmarczyk;Uniwersytet Sportu i Turystyki;Sosnowiec;I;2348
1101;Barbara;Swiegoda;Uniwersytet Krolewski;Katowice;I;2919
1102;Natasza;Duda;Uniwersytet Sportu i Turystyki;Sopot;III;2125
1103;Elzbieta;Matuszewska;Politechnika Informatyczno-Elektroniczna;Limanowa;I;1140
1104;Anna;Stefanska;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2185
1105;Franciszek;Bartoszek;Politechnika Krolewska;Rzeszow;I;1232
1106;Marta;Arast;Uniwersytet Krolewski;Zory;I;1470
1107;Maria;Chojnacka;Uniwersytet Ekonomiczny;Barlinek;I;1239
1108;Wojciech;Gorski;Politechnika Informatyczno-Elektroniczna;Sieradz;III;2548
1109;Lucyna;Sokolowska;Akademia Sztuk Pieknych;Tworog;V;2832
1110;Bronislaw;Wozniak;Uniwersytet Krolewski;Strzelce Opolskie;I;2796
1111;Angelika;Mrozek;Politechnika Krolewska;Tarnow;IV;2291
1112;Edward;Malinowski;Politechnika Krolewska;Trzebinia;I;3265
1113;Izabella;Beniowska;Politechnika Krolewska;Gdansk;I;3322
1114;Aneta;Basista;Uniwersytet Krolewski;Piotrkow Trybunalski;I;2579
1115;Agata;Altman;Uniwersytet Krolewski;Jaslo;I;2584
1116;Adelajda;Nucinska;Politechnika Informatyczno-Elektroniczna;Tarnow;V;1289
1117;Witold;Mus;Uniwersytet Krolewski;Deblin;V;1912
1118;Przemyslaw;Lipert;Politechnika Informatyczno-Elektroniczna;Lubliniec;II;1929
1119;Adam;Beben;Politechnika Informatyczno-Elektroniczna;Kobylin;I;2162
1120;Roksana;Kajka;Politechnika Informatyczno-Elektroniczna;Kogutek;II;2036
1121;Dominika;Pudlowicz;Politechnika Informatyczno-Elektroniczna;Katowice;I;2824
1122;Aleksy;Rebacz;Uniwersytet Krolewski;Bialystok;I;2784
1123;Zygfryd;Klimczyk;Uniwersytet Krolewski;Olkusz;I;1955
1124;Boguslawa;Ostrowska;Uniwersytet Krolewski;Tarnowskie Gory;V;2466
1125;Celina;Bekasiewicz;Uniwersytet Rolniczy;Jaslo;I;1526
1126;Marcin;Pawlowski;Politechnika Krolewska;Ruda Slaska;II;2438
1127;Elzbieta;Czwartek;Politechnika Krolewska;Chorzow;I;2846
1128;Jan;Bialek;Politechnika Informatyczno-Elektroniczna;Miechow;I;1686
1129;Robert;Zalesiak;Politechnika Krolewska;Kobylin-Borzymy;I;1115
1130;Adrianna;Wojtczak;Uniwersytet Ekonomiczny;Kruszwica;I;2847
1131;Aniela;Dymek;Uniwersytet Pedagogiczny;Trzebinia;IV;2207
1132;Marek;Zawodnik;Politechnika Krolewska;Katowice;I;3294
1133;Antoni;Kaber;Uniwersytet Krolewski;Ogrodzieniec;I;2522
1134;Grzegorz;Serocki;Politechnika Krolewska;Pila;I;2664
1135;Iwona;Kedrak;Politechnika Informatyczno-Elektroniczna;Jezewo;III;3062
1136;Tomasz;Janowski;Uniwersytet Pedagogiczny;Trzebinia;II;2163
1137;Izabella;Chorzowik;Politechnika Informatyczno-Elektroniczna;Mikolow;I;2409
1138;Stanislaw;Zelazko;Politechnika Informatyczno-Elektroniczna;Lubliniec;V;1363
1139;Karolina;Wozniakiewicz;Politechnika Informatyczno-Elektroniczna;Wisla;I;2909
1140;Wioletta;Zawadzka;Politechnika Informatyczno-Elektroniczna;Wadowice;II;2254
1141;Danuta;Jachimowicz;Uniwersytet Krolewski;Gorzow Wielkopolski;I;705
1142;Hanna;Bidowska;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;2551
1143;Magdalena;Klekowska;Uniwersytet Krolewski;Zakopane;I;2511
1144;Anna;Michajlow;Uniwersytet Krolewski;Krasnik;I;2312
1145;Bartosz;Tomaszewski;Politechnika Krolewska;Wisla;II;1511
1146;Filip;Zukowski;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;1740
1147;Jadwiga;Graniecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;1499
1148;Dorota;Kozikowska;Politechnika Krolewska;Swieradow-Zdroj;I;2928
1149;Mariusz;Adamowiczek;Politechnika Informatyczno-Elektroniczna;Glucholazy;I;2393
1150;Marta;Berakowska;Uniwersytet Ekonomiczny;Szczekociny;I;1850
1151;Kacper;Sokolowski;Uniwersytet Krolewski;Lublin;II;1241
1152;Janusz;Sapek;Politechnika Krolewska;Nowy Targ;II;1160
1153;Zofia;Glapa;Uniwersytet Krolewski;Zawiercie;I;600
1154;Aleksandra;Koszewska;Uniwersytet Krolewski;Katowice;I;700
1155;Jadwiga;Chaberow;Politechnika Informatyczno-Elektroniczna;Medyka;I;2396
1156;Tomasz;Gates;Uniwersytet Rolniczy;Alwernia;II;1421
1157;Wiktoria;Wieczorek;Uniwersytet Krolewski;Tychy;V;2186
1158;Patrycja;Borna;Uniwersytet Krolewski;Zambrow;II;1500
1159;Szymon;Brandys;Politechnika Informatyczno-Elektroniczna;Koniakow;II;2119
1160;Michal;Zwierzynski;Uniwersytet Krolewski;Inowroclaw;I;1370
1161;Dyta;Nowakowska;Politechnika Informatyczno-Elektroniczna;Prudnik;V;1435
1162;Anna;Sabat;Uniwersytet Krolewski;Sosnicowice;I;1223
1163;Beata;Gajewska;Uniwersytet Krolewski;Jejkowice;I;455
1164;Michal;Kupiec;Uniwersytet Krolewski;Alwernia;II;936
1165;Elzbieta;Lubanska;Akademia Sztuk Pieknych;Lubaczow;I;2715
1166;Dariusz;Konczak;Politechnika Informatyczno-Elektroniczna;Limanowa;I;2351
1167;Stefan;Blazejczyk;Uniwersytet Krolewski;Jaworzynka;II;1799
1168;Malgorzata;Zielinska;Uniwersytet Krolewski;Oswiecim;V;1345
1169;Julia;Adamiak;Politechnika Informatyczno-Elektroniczna;Bedzin;I;2254
1170;Michal;Bujak;Uniwersytet Krolewski;Tarnow;I;1454
1171;Stefan;Lipski;Uniwersytet Krolewski;Oswiecim;II;2529
1172;Krzysztof;Wachowicz;Politechnika Krolewska;Deblin;I;1928
1173;Seweryn;Kubica;Uniwersytet Rolniczy;Zakopane;II;2831
1174;Kamil;Wojcicki;Uniwersytet Krolewski;Deblin;III;1354
1175;Tomasz;Aniol;Uniwersytet Pedagogiczny;Siemianowice Slaskie;II;1824
1176;Judyta;Krawiec;Uniwersytet Krolewski;Rogoznik;V;2911
1177;Wojciech;Mielczarek;Politechnika Informatyczno-Elektroniczna;Mikolow;III;1485
1178;Malgorzata;Janiszewska;Politechnika Krolewska;Ustron;II;3127
1179;Ewa;Pawluk;Akademia Sztuk Pieknych;Walbrzych;I;3218
1180;Izabella;Olszewska;Uniwersytet Sportu i Turystyki;Opole;I;2183
1181;Wojciech;Bartus;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;1185
1182;Borys;Krolikiewicz;Uniwersytet Krolewski;Przemysl;I;2506
1183;Anna;Dziwak;Politechnika Informatyczno-Elektroniczna;Raciborz;I;2519
1184;Monika;Nocun;Politechnika Informatyczno-Elektroniczna;Rybnik;I;1744
1185;Jolanta;Dworek;Uniwersytet Pedagogiczny;Pulawy;I;2126
1186;Marcin;Rusin;Politechnika Krolewska;Oswiecim;IV;2578
1187;Rafal;Eminowicz;Politechnika Informatyczno-Elektroniczna;Nysa;IV;2555
1188;Wiga;Debska;Politechnika Krolewska;Ledziny;II;523
1189;Zbigniew;Adamczyk;Politechnika Informatyczno-Elektroniczna;Walbrzych;III;2121
1190;Stanislaw;Pigulski;Politechnika Krolewska;Medyka;II;1340
1191;Kinga;Pisarska;Uniwersytet Sportu i Turystyki;Jejkowice;I;2716
1192;Wojciech;Jagodzinski;Uniwersytet Krolewski;Limanowa;V;818
1193;Marcin;Cwikowski;Uniwersytet Krolewski;Tarnow;III;1144
1194;Witold;Czarnecki;Akademia Sztuk Pieknych;Kedzierzyn-Kozle;II;3010
1195;Ewa;Szczublewska;Politechnika Informatyczno-Elektroniczna;Dobieszowice;I;420
1196;Celina;Tomaszewska;Uniwersytet Krolewski;Tarnowskie Gory;V;872
1197;Robert;Oleszko;Uniwersytet Krolewski;Chelm;III;1922
1198;Alicja;Kwasniak;Politechnika Krolewska;Barwinek;V;1860
1199;Ewa;Wasiak;Politechnika Informatyczno-Elektroniczna;Zory;I;2653
1200;Jakub;Szczepanski;Uniwersytet Krolewski;Klomnice;I;1120
1201;Julita;Burza;Uniwersytet Krolewski;Katowice;II;882
1202;Anna;Szendzielorz;Politechnika Krolewska;Walce;I;2403
1203;Grzegorz;Misiek;Uniwersytet Krolewski;Gieraltowice;III;3156
1204;Rafal;Szkwarek;Politechnika Krolewska;Lubliniec;IV;2859
1205;Agnieszka;Malicka;Politechnika Informatyczno-Elektroniczna;Istebna;I;644
1206;Anna;Milewska;Politechnika Krolewska;Tarnow;I;1430
1207;Mikolaj;Hejdysz;Politechnika Krolewska;Sosnicowice;I;1373
1208;Maciej;Skoczylas;Politechnika Informatyczno-Elektroniczna;Mikolow;I;1809
1209;Tomasz;Szymik;Uniwersytet Krolewski;Jejkowice;V;2629
1210;Anastazja;Haszczyc;Uniwersytet Krolewski;Jaslo;IV;2724
1211;Klaudiusz;Sokolowski;Uniwersytet Rolniczy;Bytom;III;1207
1212;Dorota;Szymanek;Uniwersytet Krolewski;Ogrodzieniec;I;1364
1213;Maja;Jedrzejczyk;Politechnika Informatyczno-Elektroniczna;Jaslo;I;838
1214;Tomasz;Adamiecki;Akademia Sztuk Pieknych;Glucholazy;II;661
1215;Dominik;Rolla;Uniwersytet Krolewski;Gryfice;I;3078
1216;Beata;Podlaska;Politechnika Informatyczno-Elektroniczna;Katowice;I;354
1217;Boguslaw;Olszewski;Politechnika Informatyczno-Elektroniczna;Chelm;II;1256
1218;Alicja;Strojna;Politechnika Informatyczno-Elektroniczna;Bedzin;I;2838
1219;Anna;Konieczna;Uniwersytet Pedagogiczny;Wroclaw;III;992
1220;Jadwiga;Przybylska;Uniwersytet Krolewski;Sosnicowice;I;2199
1221;Adrian;Banaszczyk;Uniwersytet Krolewski;Julianka;I;697
1222;Anna;Mikocka;Politechnika Informatyczno-Elektroniczna;Siedlce;II;1680
1223;Karol;Abramczyk;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;2638
1224;Anna;Miecznikowska;Wyzsza Szko³a Techniczna;Rzeszow;V;955
1225;Beata;Ciechanowicz;Uniwersytet Ekonomiczny;Nowy Targ;V;1778
1226;Anna;Kaminska;Politechnika Krolewska;Bozewo;IV;1960
1227;Piotr;Jaworski;Politechnika Informatyczno-Elektroniczna;Pyrzowice;I;2303
1228;Daniel;Felinski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;2268
1229;Natalia;Sobolewska;Politechnika Krolewska;Jedrzejow;I;2408
1230;Tomasz;Wozniak;Politechnika Informatyczno-Elektroniczna;Slawkow;III;1695
1231;Zofia;Sikora;Uniwersytet Krolewski;Glucholazy;II;1866
1232;Helena;Bliszczyk;Politechnika Informatyczno-Elektroniczna;Miechow;I;2104
1233;Kacper;Klimka;Uniwersytet Ekonomiczny;Witonia;IV;2072
1234;Ewelia;Basiak;Politechnika Krolewska;Siewierz;I;1994
1235;Piotr;Nowak ;Politechnika Krolewska;Tarnobrzeg;II;3039
1236;Ewa;Biel;Politechnika Krolewska;Ledziny;I;2416
1237;Dominik;Balik;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;II;1068
1238;Marcin;Kowalski;Uniwersytet Krolewski;Szczyrk;V;3197
1239;Izaak;Gawron;Uniwersytet Krolewski;Tworog;I;1231
1240;Michal;Piwonski;Uniwersytet Krolewski;Lubliniec;I;2417
1241;Joanna;Nowak;Uniwersytet Rolniczy;Dobre Miasto;I;2178
1242;Ewa;Niewiarowska;Uniwersytet Krolewski;Rzeszow;I;2722
1243;Walenty;Rutkowski;Uniwersytet Krolewski;Wadowice;IV;890
1244;Roman;Jarosz;Uniwersytet Rolniczy;Kepice;III;2129
1245;Lukasz;Kotala;Politechnika Krolewska;Koscian;II;653
1246;Bartlomiej;Konny;Uniwersytet Krolewski;Chelm;IV;2964
1247;Janina;Giza;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;3335
1248;Dorota;Chojnacka;Politechnika Informatyczno-Elektroniczna;Lubliniec;III;2107
1249;Bogdan;Nowakowski;Politechnika Krolewska;Zabrze;I;1290
1250;Pawel;Krol;Politechnika Krolewska;Wodzislaw Slaski;V;1109
1251;Henryk;Walczak;Politechnika Krolewska;Szczekociny;III;3035
1252;Stefan;Tomkow;Uniwersytet Krolewski;Rybnik;II;3197
1253;Ireneusz;Banaszkiewicz;Uniwersytet Sportu i Turystyki;Gieraltowice;I;1251
1254;Zofia;Gala;Politechnika Krolewska;Zawiercie;II;2861
1255;Juliusz;Linek;Politechnika Informatyczno-Elektroniczna;Kleszczow;I;1244
1256;Franciszek;Kosiorowski;Uniwersytet Krolewski;Nowy Sacz;III;1470
1257;Anna;Sobol;Politechnika Informatyczno-Elektroniczna;Kuznia Raciborska;I;1204
1258;Dariusz;Reszczynski;Politechnika Informatyczno-Elektroniczna;Nysa;I;1048
1259;Karol;Furmanik;Uniwersytet Rolniczy;Rzeszow;I;2387
1260;Krystian;Pieniak;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1949
1261;Wladyslaw;Olcha;Uniwersytet Krolewski;Torun;III;1117
1262;Aleksandra;Majewska;Politechnika Krolewska;Nowy Targ;I;2206
1263;Jan;Kowalewicz;Uniwersytet Krolewski;Zabrodzie;I;2283
1264;Krystyna;Barszczyk;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;I;2407
1265;Lidia;Juzak;Politechnika Informatyczno-Elektroniczna;Sosnicowice;III;1073
1266;Joanna;Bilska;Politechnika Krolewska;Kedzierzyn-Kozle;I;2807
1267;Maciej;Cisasny;Politechnika Krolewska;Pyrzowice;II;1739
1268;Malwina;Manna;Politechnika Krolewska;Gliwice;III;3161
1269;Monika;Antoszewska;Politechnika Informatyczno-Elektroniczna;Zamosc;I;2847
1270;Andrzej;Konik;Politechnika Informatyczno-Elektroniczna;Oswiecim;IV;1498
1271;Rafal;Kucharski;Wyzsza Szko³a Techniczna;Tychy;II;1345
1272;Natalia;Rybinska;Politechnika Informatyczno-Elektroniczna;Lubliniec;I;2872
1273;Zygmunt;Jablonski;Politechnika Krolewska;Sanok;IV;1185
1274;Jolanta;Tomczak;Akademia Sztuk Pieknych;Strzelce Opolskie;I;3335
1275;Andrzej;Kononowicz;Politechnika Krolewska;Kogutek;IV;2730
1276;Zygmunt;Szczygielski;Politechnika Informatyczno-Elektroniczna;Naleczow;II;2500
1277;Karolina;Michalec;Uniwersytet Krolewski;Jaslo;I;2797
1278;Marcin;Bydgoski;Politechnika Informatyczno-Elektroniczna;Bochnia;I;578
1279;Irena;Banaczek;Politechnika Krolewska;Ruda Slaska;I;3085
1280;Adam;Bodny;Politechnika Informatyczno-Elektroniczna;Rzeszow;IV;1207
1281;Michal;Krzysztofinski;Uniwersytet Krolewski;Slawkow;V;2642
1282;Borys;Zimnowoda;Politechnika Informatyczno-Elektroniczna;Katowice;I;1058
1283;Tadeusz;Sadowski;Uniwersytet Krolewski;Cieszyn;II;1003
1284;Paulina;Chaberek;Politechnika Krolewska;Swinoujscie;I;2806
1285;Izabella;Wlodarczak;Politechnika Informatyczno-Elektroniczna;Bielsko - Biala;I;1069
1286;Anna;Potocka;Uniwersytet Rolniczy;Zakopane;I;1593
1287;Jedrzej;Kurzawinskai;Uniwersytet Krolewski;Jaslo;V;3296
1288;Roksana;Sokolowska;Politechnika Informatyczno-Elektroniczna;Tychy;V;2430
1289;Malgorzata;Albert;Uniwersytet Krolewski;Szczekociny;I;440
1290;Sabina;Krakowiak;Uniwersytet Krolewski;Lazy;II;2800
1291;Tadeusz;Terlecki;Uniwersytet Krolewski;Tarnobrzeg;II;546
1292;Lech;Smolarz;Uniwersytet Krolewski;Oborniki;I;1255
1293;Jacek;Huzar;Wyzsza Szko³a Techniczna;Chorzow;V;1559
1294;Izabella;Wreczycka;Uniwersytet Rolniczy;Nowy Sacz;V;1873
1295;Dariusz;Kratka;Politechnika Krolewska;Jastrzebie-Zdroj;I;2509
1296;Krystyna;Charkow;Politechnika Krolewska;Koniakow;I;398
1297;Ewelina;Korczak;Uniwersytet Krolewski;Wodzislaw Slaski;I;2906
1298;Mikolaj;Szala;Akademia Sztuk Pieknych;Tarnobrzeg;I;2325
1299;Dorota;Boszcz;Uniwersytet Krolewski;Bielsko - Biala;I;2162
1300;Edmund;Malborski;Uniwersytet Rolniczy;Rzeszow;I;681
1301;Michalina;Mol;Politechnika Informatyczno-Elektroniczna;Naleczow;IV;2081
1302;Marcin;Wolak;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;775
1303;Gorzegorz;Turek;Uniwersytet Krolewski;Czestochowa;I;2498
1304;Alicja;Kwiecinska;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;632
1305;Alfred;Babalewski;Politechnika Informatyczno-Elektroniczna;Bytom;I;2451
1306;Matylda;Marzec;Uniwersytet Krolewski;Kuznia Raciborska;II;2995
1307;Rafal;Ramotowski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;IV;861
1308;Kinga;Pogoda;Politechnika Informatyczno-Elektroniczna;Gliwice;I;3213
1309;Kamil;Sokolowski;Uniwersytet Krolewski;Cieszyn;V;1845
1310;Andrzej;Barabuk;Uniwersytet Ekonomiczny;Chorzow;I;1227
1311;Agnieszka;Kapuscinska;Politechnika Krolewska;Nowy Targ;II;2227
1312;Edmund;Salezy;Uniwersytet Krolewski;Rajcza;I;990
1313;Ryszard;Baranek;Uniwersytet Krolewski;Ogrodniki;I;1047
1314;Tomasz;Krolikiewicz;Politechnika Informatyczno-Elektroniczna;Myslowice;III;2856
1315;Wiktor;Holynski;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;V;2522
1316;Kazimierz;Celejewski;Politechnika Informatyczno-Elektroniczna;Wisla;I;568
1317;Jaroslaw;Szturc;Politechnika Krolewska;Raciborz;I;3131
1318;Kamil;Klimintowicz;Uniwersytet Krolewski;Chyzne;III;2101
1319;Jerzy;Zambrowicz;Politechnika Informatyczno-Elektroniczna;Kety;I;515
1320;Jakub;Magielewski;Politechnika Informatyczno-Elektroniczna;Sieradz;I;3116
1321;Adrian;Misztal;Uniwersytet Krolewski;Oswiecim;I;3349
1322;Maciej;Babicz;Uniwersytet Krolewski;Ustron;IV;1645
1323;Barbara;Barska;Uniwersytet Krolewski;Ogrodzieniec;IV;1047
1324;Krystyna;Boss;Uniwersytet Krolewski;Brzesko;I;3040
1325;Tomasz;Hubisz;Uniwersytet Krolewski;Pyrzowice;I;1470
1326;Eleonora;Gregoruk;Uniwersytet Krolewski;Rybnik;I;1150
1327;Zbigniew;Rodek;Uniwersytet Pedagogiczny;Ruda Slaska;II;1357
1328;Wlodzislaw;Wojtowicz;Politechnika Krolewska;Katowice;V;807
1329;Marek;Liderski;Uniwersytet Sportu i Turystyki;Swietochlowice;I;2536
1330;Zofia;Nowak ;Uniwersytet Krolewski;Pyrzowice;I;434
1331;Karol;Banach;Uniwersytet Krolewski;Wojkowice;I;2840
1332;Franciszek;Dziedzic;Uniwersytet Krolewski;Walce;I;2312
1333;Mariola;Kucharska;Uniwersytet Krolewski;Mikolow;I;373
1334;Michal;Batorowicz;Politechnika Krolewska;Swietochlowice;I;1287
1335;Aleksandra;Piotrowska;Politechnika Informatyczno-Elektroniczna;Lublin;I;1210
1336;Jaroslaw;Matusz;Wyzsza Szko³a Techniczna;Rybnik;V;2156
1337;Krystyna;Zukowska;Politechnika Krolewska;Grudziadz;I;1150
1338;Witold;Witkowski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;II;2162
1339;Edward;Balowski;Uniwersytet Krolewski;Rabka;I;1187
1340;Jan;Wilczek;Politechnika Informatyczno-Elektroniczna;Kuznia Raciborska;I;1387
1341;Krystian;Szatylowicz;Uniwersytet Pedagogiczny;Radom;V;2564
1342;Ewelina;Paca;Politechnika Krolewska;Naleczow;I;350
1343;Adam;Piotrowski;Uniwersytet Sportu i Turystyki;Bochnia;V;3121
1344;Anna;Rolek;Politechnika Informatyczno-Elektroniczna;Tarnow;II;615
1345;Grzegorz;Kalamar;Uniwersytet Krolewski;Miechow;II;412
1346;Jan;Witaj;Uniwersytet Krolewski;Aleksandrow Kujawski;I;400
1347;Magdalena;Antos;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;430
1348;Joanna;Wasowicz;Uniwersytet Krolewski;Bialaszewo;I;757
1349;Przemyslaw;Dobrzynski;Uniwersytet Pedagogiczny;Jedrzejow;I;2648
1350;Piotr;Kisielewicz;Politechnika Krolewska;Zgorzelec;I;3026
1351;Jerzy;Banan;Politechnika Krolewska;Bedzin;I;1463
1352;Rafal;Blocki;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;2425
1353;Bartosz;Bek;Uniwersytet Krolewski;Tarnow;I;669
1354;Piotr;Bentkowski;Uniwersytet Krolewski;Siewierz;I;2587
